window_id,security_key,issuer_cik,latest_project_ticker,structural_ambiguity_tier,alias_selection_reason,authoritative_name_source_layer,eligible_days,nonzero_days,matched_source_document_weight,total_source_document_weight,attention_share,strict_nonzero_window_flag
W2022,BF.B,0000014693,BF.B,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,BIIB,0000875045,BIIB,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,14,589616,2.3744267455428618e-05,1
W2022,BIO,0000012208,BIO,LOW,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,4,25,589616,4.240047759897967e-05,1
W2022,BKNG,0001075531,BKNG,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,BKR,0001701605,BKR,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,116,589616,0.00019673821605926568,1
W2022,BLK,0002012383,BLK,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,7,7,608,589616,0.0010311796152071857,1
W2022,BMY,0000014272,BMY,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,123,589616,0.00020861034978698,1
W2022,BNY,0001390777,BNY,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,BR,0001383312,BR,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,5,589616,8.480095519795936e-06,1
W2022,BRK.B,0001067983,BRK.B,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,180,589616,0.00030528343871265366,1
W2022,BRO,0000079282,BRO,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,BSX,0000885725,BSX,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,82,589616,0.00013907356652465334,1
W2022,BWA,0000908255,BWA,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,5,29,589616,4.918455401481642e-05,1
W2022,BXP,0001037540,BXP,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,5,589616,8.480095519795936e-06,1
W2022,C,0000831001,C,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,292,589616,0.0004952375783560826,1
W2022,CAG,0000023217,CAG,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,26,589616,4.409649670293886e-05,1
W2022,CAH,0000721371,CAH,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,228,589616,0.0003866923557026946,1
W2022,CARR,0001783180,CARR,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,2,589616,3.392038207918374e-06,1
W2022,CAT,0000018230,CAT,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,29,589616,4.918455401481642e-05,1
W2022,CB,0000896159,CB,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,4,589616,6.784076415836748e-06,1
W2022,CBOE,0001374310,CBOE,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,CBRE,0001138118,CBRE,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,CCI,0001051470,CCI,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,3,589616,5.088057311877561e-06,1
W2022,CCL,0000815097,CCL,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,5,589616,8.480095519795936e-06,1
W2022,CDNS,0000813672,CDNS,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,10,589616,1.696019103959187e-05,1
W2022,CDW,0001402057,CDW,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,CE,0001306830,CE,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,6,13,589616,2.204824835146943e-05,1
W2022,CEG,0001868275,CEG,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,7,4,25,589616,4.240047759897967e-05,1
W2022,CERN,0000804753,CERN,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,6,29,589616,4.918455401481642e-05,1
W2022,CF,0001324404,CF,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,21,589616,3.5616401183142926e-05,1
W2022,CFG,0000759944,CFG,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,5,589616,8.480095519795936e-06,1
W2022,CHD,0000313927,CHD,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,CHRW,0001043277,CHRW,LOW,CONSERVATIVE_LEGAL_CORE,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,7,4,7,589616,1.1872133727714309e-05,1
W2022,CHTR,0001091667,CHTR,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,51,589616,8.649697430191854e-05,1
W2022,CI,0001739940,CI,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,66,589616,0.00011193726086130635,1
W2022,CINF,0000020286,CINF,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,CL,0000021665,CL,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,8,589616,1.3568152831673496e-05,1
W2022,CLX,0000021076,CLX,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,CMA,0000028412,CMA,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,3,9,589616,1.5264171935632684e-05,1
W2022,CMCSA,0001166691,CMCSA,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,128,589616,0.00021709044530677593,1
W2022,CME,0001156375,CME,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,3,589616,5.088057311877561e-06,1
W2022,CMG,0001058090,CMG,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,31,589616,5.25765922227348e-05,1
W2022,CMI,0000026172,CMI,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,23,589616,3.90084393910613e-05,1
W2022,CMS,0000811156,CMS,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,CNC,0001071739,CNC,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,6,589616,1.0176114623755122e-05,1
W2022,CNP,0001130310,CNP,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,16,589616,2.7136305663346992e-05,1
W2022,COF,0000927628,COF,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,8,589616,1.3568152831673496e-05,1
W2022,COO,0000711404,COO,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,COP,0001163165,COP,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,90,589616,0.00015264171935632683,1
W2022,COR,0001140859,COR,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,170,589616,0.0002883232476730618,1
W2022,COST,0000909832,COST,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,15,589616,2.5440286559387805e-05,1
W2022,CPAY,0001175454,CPAY,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,CPB,0000016732,CPB,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,13,589616,2.204824835146943e-05,1
W2022,CPRT,0000900075,CPRT,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,CPT,0000906345,CPT,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,5,589616,8.480095519795936e-06,1
W2022,CRL,0001100682,CRL,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,7,589616,1.1872133727714309e-05,1
W2022,CRM,0001108524,CRM,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,6,589616,1.0176114623755122e-05,1
W2022,CSCO,0000858877,CSCO,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,137,589616,0.00023235461724240862,1
W2022,CSX,0000277948,CSX,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,CTAS,0000723254,CTAS,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,CTLT,0001596783,CTLT,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,4,6,589616,1.0176114623755122e-05,1
W2022,CTRA,,CTRA,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,12,589616,2.0352229247510245e-05,1
W2022,CTSH,0001058290,CTSH,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,11,589616,1.8656210143551058e-05,1
W2022,CTVA,0001755672,CTVA,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,8,589616,1.3568152831673496e-05,1
W2022,CTXS,0000877890,CTXS,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,5,24,589616,4.070445849502049e-05,1
W2022,CVS,0000064803,CVS,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,3,589616,5.088057311877561e-06,1
W2022,CVX,0000093410,CVX,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,30,589616,5.088057311877561e-05,1
W2022,CZR,0001590895,CZR,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,7,84,589616,0.0001424656047325717,1
W2022,D,0000715957,D,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,37,589616,6.275270684648992e-05,1
W2022,DAL,0000027904,DAL,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,731,589616,0.0012397899649941658,1
W2022,DAY,,DAY,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,DD,0001666700,DD,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,48,589616,8.140891699004098e-05,1
W2022,DE,0000315189,DE,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,DFS,0001393612,DFS,LOW,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,0,0,589616,0.0,0
W2022,DG,0000029534,DG,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,11,589616,1.8656210143551058e-05,1
W2022,DGX,0001022079,DGX,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,43,589616,7.292882147024503e-05,1
W2022,DHI,0000882184,DHI,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,DHR,,DHR,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,10,589616,1.696019103959187e-05,1
W2022,DIS,0001744489,DIS,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,448,589616,0.0007598165585737158,1
W2022,DISH,,DISH,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,0,0,589616,0.0,0
W2022,DLR,0001297996,DLR,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,4,589616,6.784076415836748e-06,1
W2022,DLTR,0000935703,DLTR,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,69,589616,0.0001170253181731839,1
W2022,DOC,0000765880,DOC,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,DOV,0000029905,DOV,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,DOW,0001751788,DOW,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,48,589616,8.140891699004098e-05,1
W2022,DPZ,0001286681,DPZ,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,DRE,0000783280,DRE,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,4,5,589616,8.480095519795936e-06,1
W2022,DRI,0000940944,DRI,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,47,589616,7.97128978860818e-05,1
W2022,DTE,0000936340,DTE,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,DUK,0001326160,DUK,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,84,589616,0.0001424656047325717,1
W2022,DVA,0000927066,DVA,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,31,589616,5.25765922227348e-05,1
W2022,DVN,0001090012,DVN,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,72,589616,0.00012211337548506147,1
W2022,DXC,0001688568,DXC,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,0,0,589616,0.0,0
W2022,DXCM,0001093557,DXCM,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,5,589616,8.480095519795936e-06,1
W2022,EA,,EA,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,20,589616,3.392038207918374e-05,1
W2022,EBAY,0001065088,EBAY,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,ECL,0000031462,ECL,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,13,589616,2.204824835146943e-05,1
W2022,ED,0001047862,ED,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,5,589616,8.480095519795936e-06,1
W2022,EFX,0000033185,EFX,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,4,589616,6.784076415836748e-06,1
W2022,EG,0001095073,EG,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,3,589616,5.088057311877561e-06,1
W2022,EIX,0000827052,EIX,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,13,589616,2.204824835146943e-05,1
W2022,EL,0001001250,EL,LOW,CONSERVATIVE_LEGAL_CORE,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,7,0,0,589616,0.0,0
W2022,ELV,0001156039,ELV,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,13,589616,2.204824835146943e-05,1
W2022,EMN,0000915389,EMN,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,7,23,589616,3.90084393910613e-05,1
W2022,EMR,0000032604,EMR,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,36,589616,6.105668774253074e-05,1
W2022,ENPH,0001463101,ENPH,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,7,18,589616,3.052834387126537e-05,1
W2022,EOG,0000821189,EOG,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,1,589616,1.696019103959187e-06,1
W2022,EPAM,0001352010,EPAM,MEDIUM,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,2,2,589616,3.392038207918374e-06,1
W2022,EQIX,0001101239,EQIX,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,7,589616,1.1872133727714309e-05,1
W2022,EQR,,EQR,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,10,589616,1.696019103959187e-05,1
W2022,ES,0000072741,ES,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,7,589616,1.1872133727714309e-05,1
W2022,ESS,0000920522,ESS,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,ETN,0001551182,ETN,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,ETR,0000065984,ETR,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,7,589616,1.1872133727714309e-05,1
W2022,ETSY,0001370637,ETSY,HIGH,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,6,18,589616,3.052834387126537e-05,1
W2022,EVRG,0001711269,EVRG,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,3,589616,5.088057311877561e-06,1
W2022,EW,0001099800,EW,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,14,589616,2.3744267455428618e-05,1
W2022,EXC,0001109357,EXC,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,3,589616,5.088057311877561e-06,1
W2022,EXPD,0000746515,EXPD,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,1,2,589616,3.392038207918374e-06,1
W2022,EXPE,0001324424,EXPE,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,116,589616,0.00019673821605926568,1
W2022,EXR,0001289490,EXR,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,F,0000037996,F,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,159,589616,0.0002696670375295107,1
W2022,FANG,0001539838,FANG,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,20,589616,3.392038207918374e-05,1
W2022,FAST,0000815556,FAST,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,6,589616,1.0176114623755122e-05,1
W2022,FBHS,0001519751,FBHS,LOW,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,0,0,589616,0.0,0
W2022,FCX,0000831259,FCX,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,22,589616,3.7312420287102116e-05,1
W2022,FDS,0001013237,FDS,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,11,589616,1.8656210143551058e-05,1
W2022,FDX,0001048911,FDX,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,16,589616,2.7136305663346992e-05,1
W2022,FE,0001031296,FE,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,5,589616,8.480095519795936e-06,1
W2022,FFIV,0001048695,FFIV,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,FIS,0001136893,FIS,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,4,5,589616,8.480095519795936e-06,1
W2022,FISV,0000798354,FISV,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,6,9,589616,1.5264171935632684e-05,1
W2022,FITB,0000035527,FITB,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,53,589616,8.988901250983691e-05,1
W2022,FMC,0000037785,FMC,HIGH,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,STAGE3I_MEMBERSHIP_NAME,7,0,0,589616,0.0,0
W2022,FOX,0001754301,FOX,LOW,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,34,589616,5.766464953461236e-05,1
W2022,FOXA,0001754301,FOXA,LOW,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,7,34,589616,5.766464953461236e-05,1
W2022,FRC,0001132979,FRC,LOW,CONSERVATIVE_LEGAL_CORE,STAGE3I_MEMBERSHIP_NAME,7,4,16,589616,2.7136305663346992e-05,1
W2022,FRT,0000034903,FRT,LOW,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,FTNT,0001262039,FTNT,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,9,589616,1.5264171935632684e-05,1
W2022,FTV,0001659166,FTV,HIGH,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,3,6,589616,1.0176114623755122e-05,1
W2022,GD,0000040533,GD,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,0,0,589616,0.0,0
W2022,GE,0000040545,GE,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,2,2,589616,3.392038207918374e-06,1
W2022,GEN,0000849399,GEN,MEDIUM,CONSERVATIVE_LEGAL_CORE,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,7,5,82,589616,0.00013907356652465334,1
