security_key,latest_project_ticker,canonical_company_name,candidate_sec_cik,original_reconciliation_status,sec_current_name,sec_current_registry_core,nport_raw_names_pipe,nport_registry_cores_pipe,nport_registry_core_count,sec_nport_authoritative_agreement_flag,project_period_sec_former_name_rows,former_name_date_complete_flag,former_name_registry_cores_pipe,all_former_names_same_authoritative_core_flag,stage3f_status,stage3f_rationale
JNJ,JNJ,JOHNSON + JOHNSON,0000200406,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,JOHNSON & JOHNSON,JOHNSON AND JOHNSON,Johnson & Johnson,JOHNSON AND JOHNSON,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
KEYS,KEYS,KEYSIGHT TECHNOLOGIES IN,0001601046,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,"Keysight Technologies, Inc.",KEYSIGHT TECHNOLOGIES,Keysight Technologies Inc,KEYSIGHT TECHNOLOGIES,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
LEN,LEN,LENNAR CORP A,0000920760,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,LENNAR CORP /NEW/,LENNAR,Lennar Corp,LENNAR,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
LLY,LLY,ELI LILLY + CO,0000059478,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,ELI LILLY & Co,ELI LILLY AND,Eli Lilly & Co|Eli Lilly and Co,ELI LILLY AND,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
LYV,LYV,LIVE NATION ENTERTAINMENT IN,0001335258,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,"Live Nation Entertainment, Inc.",LIVE NATION ENTERTAINMENT,Live Nation Entertainment Inc,LIVE NATION ENTERTAINMENT,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
MA,MA,MASTERCARD INC   A,0001141391,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Mastercard Inc,MASTERCARD,Mastercard Inc,MASTERCARD,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
MAA,MAA,MID AMERICA APARTMENT COMM,0000912595,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,MID AMERICA APARTMENT COMMUNITIES INC.,MID AMERICA APARTMENT COMMUNITIES,Mid-America Apartment Communities Inc,MID AMERICA APARTMENT COMMUNITIES,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
MDLZ,MDLZ,MONDELEZ INTERNATIONAL INC A,0001103982,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,"Mondelez International, Inc.",MONDELEZ INTERNATIONAL,Mondelez International Inc,MONDELEZ INTERNATIONAL,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
MRK,MRK,MERCK + CO. INC.,0000310158,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,"Merck & Co., Inc.",MERCK AND,Merck & Co Inc,MERCK AND,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
MTB,MTB,M + T BANK CORP,0000036270,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,M&T BANK CORP,M AND T BANK,M&T Bank Corp,M AND T BANK,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
NCLH,NCLH,NORWEGIAN CRUISE LINE HOLDIN,0001513761,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,Norwegian Cruise Line Holdings Ltd.,NORWEGIAN CRUISE LINE HOLDINGS,Norwegian Cruise Line Holdings Ltd,NORWEGIAN CRUISE LINE HOLDINGS,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
PEG,PEG,PUBLIC SERVICE ENTERPRISE GP,0000788784,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,PUBLIC SERVICE ENTERPRISE GROUP INC,PUBLIC SERVICE ENTERPRISE GROUP,Public Service Enterprise Group Inc,PUBLIC SERVICE ENTERPRISE GROUP,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
PG,PG,PROCTER + GAMBLE CO/THE,0000080424,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,PROCTER & GAMBLE Co,PROCTER AND GAMBLE,Procter & Gamble Co/The,PROCTER AND GAMBLE,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
SJM,SJM,JM SMUCKER CO/THE,0000091419,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,J M SMUCKER Co,J M SMUCKER,J M Smucker Co/The,J M SMUCKER,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
SPGI,SPGI,S+P GLOBAL INC,0000064040,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,S&P Global Inc.,S AND P GLOBAL,S&P Global Inc,S AND P GLOBAL,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
STZ,STZ,CONSTELLATION BRANDS INC A,0000016918,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,"CONSTELLATION BRANDS, INC.",CONSTELLATION BRANDS,Constellation Brands Inc,CONSTELLATION BRANDS,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
SWK,SWK,STANLEY BLACK + DECKER INC,0000093556,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,"STANLEY BLACK & DECKER, INC.",STANLEY BLACK AND DECKER,Stanley Black & Decker Inc,STANLEY BLACK AND DECKER,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
T,T,AT+T INC,0000732717,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,AT&T INC.,AT AND T,AT&T Inc,AT AND T,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
TAP,TAP,MOLSON COORS BEVERAGE CO   B,0000024545,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,MOLSON COORS BEVERAGE CO,MOLSON COORS BEVERAGE,Molson Coors Beverage Co,MOLSON COORS BEVERAGE,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
TTWO,TTWO,TAKE TWO INTERACTIVE SOFTWRE,0000946581,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,TAKE TWO INTERACTIVE SOFTWARE INC,TAKE TWO INTERACTIVE SOFTWARE,Take-Two Interactive Software Inc,TAKE TWO INTERACTIVE SOFTWARE,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
UHS,UHS,UNIVERSAL HEALTH SERVICES B,0000352915,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,UNIVERSAL HEALTH SERVICES INC,UNIVERSAL HEALTH SERVICES,Universal Health Services Inc,UNIVERSAL HEALTH SERVICES,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
V,V,VISA INC CLASS A SHARES,0001403161,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,VISA INC.,VISA,Visa Inc,VISA,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
WAB,WAB,WABTEC CORP,0000943452,RESEARCH_PROJECT_VS_NPORT_NAME_CORE_CONFLICT,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,Westinghouse Air Brake Technologies Corp,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,1,1,0,1,,0,RESOLVED_AUTHORITATIVE_SEC_NPORT_AGREEMENT_PROJECT_REFERENCE_PRESENTATION_DIFFERENCE,SEC current filer name and the single historical NPORT issuer name agree under conservative registry normalization. The project company_name_reference is therefore treated as a provider/presentation label rather than the authoritative GDELT issuer-name source.
ABNB,ABNB,Airbnb,0001559720,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"Airbnb, Inc.",AIRBNB,Airbnb Inc,AIRBNB,1,1,1,1,AIRBNB,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
ACN,ACN,ACCENTURE PLC CL A,0001467373,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Accenture plc,ACCENTURE,Accenture PLC,ACCENTURE,1,1,1,1,ACCENTURE,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
ADM,ADM,ARCHER DANIELS MIDLAND CO,0000007084,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Archer-Daniels-Midland Co,ARCHER DANIELS MIDLAND,Archer-Daniels-Midland Co,ARCHER DANIELS MIDLAND,1,1,1,1,ARCHER DANIELS MIDLAND,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
AIG,AIG,AMERICAN INTERNATIONAL GROUP,0000005272,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"AMERICAN INTERNATIONAL GROUP, INC.",AMERICAN INTERNATIONAL GROUP,American International Group Inc,AMERICAN INTERNATIONAL GROUP,1,1,1,1,AMERICAN INTERNATIONAL GROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
APD,APD,AIR PRODUCTS + CHEMICALS INC,0000002969,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"Air Products & Chemicals, Inc.",AIR PRODUCTS AND CHEMICALS,Air Products and Chemicals Inc,AIR PRODUCTS AND CHEMICALS,1,1,1,1,AIR PRODUCTS AND CHEMICALS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
ARE,ARE,ALEXANDRIA REAL ESTATE EQUIT,0001035443,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ALEXANDRIA REAL ESTATE EQUITIES,Alexandria Real Estate Equities Inc,ALEXANDRIA REAL ESTATE EQUITIES,1,1,1,1,ALEXANDRIA REAL ESTATE EQUITIES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
AZO,AZO,AUTOZONE INC,0000866787,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,AUTOZONE INC,AUTOZONE,AutoZone Inc,AUTOZONE,1,1,1,1,AUTOZONE,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
BR,BR,BROADRIDGE FINANCIAL SOLUTIO,0001383312,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BROADRIDGE FINANCIAL SOLUTIONS,Broadridge Financial Solutions Inc,BROADRIDGE FINANCIAL SOLUTIONS,1,1,1,1,BROADRIDGE FINANCIAL SOLUTIONS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
C,C,CITIGROUP INC,0000831001,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CITIGROUP INC,CITIGROUP,Citigroup Inc,CITIGROUP,1,1,1,1,CITIGROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CAH,CAH,CARDINAL HEALTH INC,0000721371,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CARDINAL HEALTH INC,CARDINAL HEALTH,Cardinal Health Inc,CARDINAL HEALTH,1,1,1,1,CARDINAL HEALTH,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CCL,CCL,CARNIVAL CORP LTD,0000815097,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Carnival Corp Ltd.,CARNIVAL,Carnival Corp,CARNIVAL,1,1,1,1,CARNIVAL,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CL,CL,COLGATE PALMOLIVE CO,0000021665,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,COLGATE PALMOLIVE CO,COLGATE PALMOLIVE,Colgate-Palmolive Co,COLGATE PALMOLIVE,1,1,1,1,COLGATE PALMOLIVE,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CLX,CLX,CLOROX COMPANY,0000021076,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CLOROX CO /DE/,CLOROX,Clorox Co/The,CLOROX,1,1,1,1,CLOROX,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CNP,CNP,CENTERPOINT ENERGY INC,0001130310,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CENTERPOINT ENERGY INC,CENTERPOINT ENERGY,CenterPoint Energy Inc,CENTERPOINT ENERGY,1,1,1,1,CENTERPOINT ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CSGP,CSGP,CoStar Group,0001057352,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"COSTAR GROUP, INC.",COSTAR GROUP,CoStar Group Inc,COSTAR GROUP,1,1,1,1,COSTAR GROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
DASH,DASH,DoorDash,0001792789,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"DoorDash, Inc.",DOORDASH,DoorDash Inc,DOORDASH,1,1,2,1,DOORDASH,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
EFX,EFX,EQUIFAX INC,0000033185,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,EQUIFAX INC,EQUIFAX,Equifax Inc,EQUIFAX,1,1,1,1,EQUIFAX,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
FANG,FANG,DIAMONDBACK ENERGY INC,0001539838,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"Diamondback Energy, Inc.",DIAMONDBACK ENERGY,Diamondback Energy Inc,DIAMONDBACK ENERGY,1,1,1,1,DIAMONDBACK ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
FIX,FIX,Comfort Systems USA,0001035983,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,COMFORT SYSTEMS USA INC,COMFORT SYSTEMS USA,Comfort Systems USA Inc,COMFORT SYSTEMS USA,1,1,1,1,COMFORT SYSTEMS USA,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
GEV,GEV,GE Vernova,0001996810,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,GE Vernova Inc.,GE VERNOVA,GE Vernova Inc,GE VERNOVA,1,1,1,1,GE VERNOVA,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
GILD,GILD,GILEAD SCIENCES INC,0000882095,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"GILEAD SCIENCES, INC.",GILEAD SCIENCES,Gilead Sciences Inc,GILEAD SCIENCES,1,1,1,1,GILEAD SCIENCES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
HII,HII,HUNTINGTON INGALLS INDUSTRIE,0001501585,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"HUNTINGTON INGALLS INDUSTRIES, INC.",HUNTINGTON INGALLS INDUSTRIES,Huntington Ingalls Industries Inc,HUNTINGTON INGALLS INDUSTRIES,1,1,1,1,HUNTINGTON INGALLS INDUSTRIES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
INTU,INTU,INTUIT INC,0000896878,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,INTUIT INC.,INTUIT,Intuit Inc,INTUIT,1,1,1,1,INTUIT,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
JPM,JPM,JPMORGAN CHASE + CO,0000019617,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,JPMORGAN CHASE & CO,JPMORGAN CHASE AND,JPMorgan Chase & Co,JPMORGAN CHASE AND,1,1,1,1,JPMORGAN CHASE AND,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
LMT,LMT,LOCKHEED MARTIN CORP,0000936468,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,LOCKHEED MARTIN CORP,LOCKHEED MARTIN,Lockheed Martin Corp,LOCKHEED MARTIN,1,1,1,1,LOCKHEED MARTIN,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
LNT,LNT,ALLIANT ENERGY CORP,0000352541,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,ALLIANT ENERGY CORP,ALLIANT ENERGY,Alliant Energy Corp,ALLIANT ENERGY,1,1,1,1,ALLIANT ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
