analysis_month_number,ranking_month_end_date,return_period_end_date,security_key,project_ticker,gics_sector,sector_equal_weight,forward_return_1m,spy_return,sector_equal_weight_return,winner_sector_return,alpha_monthly,beta_spy,beta_sector_equal_weight,fitted_sector_winner_return,security_return_minus_sector_fitted,sector_residual_contribution,aggregate_commonality_contribution,absolute_commonality_contribution
1,2021-01-29,2021-02-26,ATVI,ATVI,Communication Services,0.2,0.05065934065854316,0.0278056199000658,0.1099145705321884,0.0919192587030242,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.08827576309614298,-0.037616422437599814,-0.0075232844875199635,-0.0006839349534109058,0.0006839349534109058
1,2021-01-29,2021-02-26,NFLX,NFLX,Communication Services,0.2,0.012133960586325543,0.0278056199000658,0.1099145705321884,0.0919192587030242,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.08827576309614298,-0.07614180250981743,-0.015228360501963488,-0.001384396409269408,0.001384396409269408
1,2021-01-29,2021-02-26,TMUS,TMUS,Communication Services,0.2,-0.048461171788674706,0.0278056199000658,0.1099145705321884,0.0919192587030242,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.08827576309614298,-0.1367369348848177,-0.02734738697696354,-0.0024861260888148673,0.0024861260888148673
1,2021-01-29,2021-02-26,TTWO,TTWO,Communication Services,0.2,-0.07977046883242445,0.0278056199000658,0.1099145705321884,0.0919192587030242,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.08827576309614298,-0.16804623192856744,-0.03360924638571349,-0.0030553860350648627,0.0030553860350648627
1,2021-01-29,2021-02-26,TWTR,TWTR,Communication Services,0.2,0.5250346328913518,0.0278056199000658,0.1099145705321884,0.0919192587030242,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.08827576309614298,0.4367588697952088,0.08735177395904176,0.007941070359912887,0.007941070359912887
1,2021-01-29,2021-02-26,AMZN,AMZN,Consumer Discretionary,0.08333333333333333,-0.03532841376855256,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.10775914305843706,-0.008979928588203089,-0.0008163571443820989,0.0008163571443820989
1,2021-01-29,2021-02-26,APTV,APTV,Consumer Discretionary,0.08333333333333333,0.12155680757497933,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,0.049126078285094826,0.004093839857091235,0.00037216725973556684,0.00037216725973556684
1,2021-01-29,2021-02-26,BBWI,BBWI,Consumer Discretionary,0.08333333333333333,0.3410201942171329,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,0.26858946492724844,0.022382455410604036,0.002034768673691276,0.002034768673691276
1,2021-01-29,2021-02-26,CMG,CMG,Consumer Discretionary,0.08333333333333333,-0.025675683077862388,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.09810641236774689,-0.008175534363978908,-0.0007432303967253553,0.0007432303967253553
1,2021-01-29,2021-02-26,EBAY,EBAY,Consumer Discretionary,0.08333333333333333,0.001571010574001663,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.07085971871588284,-0.0059049765596569034,-0.0005368160508779003,0.0005368160508779003
1,2021-01-29,2021-02-26,ETSY,ETSY,Consumer Discretionary,0.08333333333333333,0.10638408922386122,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,0.03395335993397672,0.0028294466611647265,0.00025722242374224787,0.00025722242374224787
1,2021-01-29,2021-02-26,LOW,LOW,Consumer Discretionary,0.08333333333333333,-0.0425529367358366,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.1149836660257211,-0.009581972168810092,-0.0008710883789827356,0.0008710883789827356
1,2021-01-29,2021-02-26,NKE,NKE,Consumer Discretionary,0.08333333333333333,0.010959493539343335,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.06147123575054117,-0.005122602979211764,-0.0004656911799283422,0.0004656911799283422
1,2021-01-29,2021-02-26,POOL,POOL,Consumer Discretionary,0.08333333333333333,-0.054802691153556404,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.1272334204434409,-0.010602785036953409,-0.0009638895488139463,0.0009638895488139463
1,2021-01-29,2021-02-26,TGT,TGT,Consumer Discretionary,0.08333333333333333,0.016139509442841815,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.05629121984704269,-0.0046909349872535575,-0.00042644863520486885,0.00042644863520486885
1,2021-01-29,2021-02-26,TSCO,TSCO,Consumer Discretionary,0.08333333333333333,0.12489289525016689,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,0.052462165960282386,0.004371847163356865,0.00039744065121426046,0.00039744065121426046
1,2021-01-29,2021-02-26,TSLA,TSLA,Consumer Discretionary,0.08333333333333333,-0.14874045049488016,0.0278056199000658,0.1053151552873296,0.0346186520493032,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0724307292898845,-0.22117117978476467,-0.018430931648730386,-0.0016755392407936714,0.0016755392407936714
1,2021-01-29,2021-02-26,CLX,CLX,Consumer Staples,0.16666666666666666,-0.13563456686508935,0.0278056199000658,-0.0044732064568394,0.0060710696079246,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.005022690887052269,-0.1406572577521416,-0.0234428762920236,-0.0021311705720021457,0.0021311705720021457
1,2021-01-29,2021-02-26,COST,COST,Consumer Staples,0.16666666666666666,-0.058951890002225116,0.0278056199000658,-0.0044732064568394,0.0060710696079246,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.005022690887052269,-0.06397458088927739,-0.010662430148212897,-0.000969311831655718,0.000969311831655718
1,2021-01-29,2021-02-26,EL,EL,Consumer Staples,0.16666666666666666,0.21012299459396644,0.0278056199000658,-0.0044732064568394,0.0060710696079246,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.005022690887052269,0.20510030370691418,0.03418338395115236,0.0031075803591956693,0.0031075803591956693
1,2021-01-29,2021-02-26,KHC,KHC,Consumer Staples,0.16666666666666666,0.08564644632476037,0.0278056199000658,-0.0044732064568394,0.0060710696079246,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.005022690887052269,0.0806237554377081,0.01343729257295135,0.0012215720520864864,0.0012215720520864864
1,2021-01-29,2021-02-26,MNST,MNST,Consumer Staples,0.16666666666666666,0.010480202851672837,0.0278056199000658,-0.0044732064568394,0.0060710696079246,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.005022690887052269,0.005457511964620568,0.0009095853274367614,8.268957522152377e-05,8.268957522152377e-05
1,2021-01-29,2021-02-26,WMT,WMT,Consumer Staples,0.16666666666666666,-0.07523676925553724,0.0278056199000658,-0.0044732064568394,0.0060710696079246,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.005022690887052269,-0.08025946014258951,-0.013376576690431585,-0.0012160524264028714,0.0012160524264028714
1,2021-01-29,2021-02-26,BKR,BKR,Energy,0.25,0.2285316277327487,0.0278056199000658,0.2344845774915865,0.1320389213808325,0.003019347214308,0.1509890622137699,1.023029321771844,0.2471022899644666,-0.018570662231717883,-0.004642665557929471,-0.00042206050526631553,0.00042206050526631553
